Version,JavaScript,Java,C++,C,C-C++ Header,Objective-C,Ruby,Shell,BUCK,XML,Markdown,JSON,Makefile,Bash,Sum stats for version,make,Gradle,Bourne Shell,ProGuard,Python,Sum stats
0.11-stable,0,3526,594,0,1140,0,0,0,0,39,47,0,0,0,0,75,57,32,2,2,5514
0.12-stable,0,3675,598,0,1140,0,0,0,0,68,47,0,0,0,0,75,56,32,2,2,5695
0.13-stable,0,3921,607,0,1156,0,0,0,0,68,47,0,0,0,0,76,56,32,2,2,5967
0.14-stable,0,4015,620,0,1157,0,0,0,0,68,47,0,0,0,0,76,56,32,2,2,6075
0.15-stable,0,4246,621,0,1157,0,0,0,0,39,47,0,0,0,0,56,76,32,2,2,6278
0.17-stable,0,5178,664,0,1177,0,0,0,0,68,47,0,0,0,0,57,76,32,2,2,7303
0.18-stable,26,5728,695,0,1191,0,0,0,0,39,47,0,0,0,0,58,72,32,2,2,7892
0.19-stable,26,6113,778,0,1249,0,0,0,0,40,47,0,0,0,0,58,72,33,2,2,8420
0.20-stable,26,7215,804,0,1262,0,0,0,0,40,47,0,0,0,0,58,76,33,5,2,9568
0.21-stable,26,7241,816,0,1290,0,0,0,0,40,47,0,0,0,0,58,72,33,5,2,9630
0.22-stable,26,7420,851,0,1476,0,0,0,0,44,11,0,0,0,0,59,72,32,5,2,9998
0.23-stable,26,7532,886,0,1486,0,0,0,0,49,11,0,0,0,0,81,59,32,5,2,10169
0.24-stable,26,7782,886,0,1486,0,0,0,0,49,11,0,0,0,0,81,59,32,5,2,10419
0.25-stable,26,7894,895,0,1486,0,0,0,0,49,11,0,0,0,0,81,59,32,5,2,10540
0.26-stable,33,8042,887,0,1486,0,0,0,0,53,11,0,0,0,0,81,60,32,5,2,10692
0.27-stable,117,8352,1190,0,1708,0,0,0,0,23,13,0,0,0,0,60,76,32,5,2,11578
0.28-stable,139,9055,1213,0,1758,0,0,0,0,23,13,0,0,0,0,87,60,32,5,3,12388
0.29-stable,200,9303,1258,0,1758,0,0,0,0,23,13,0,0,0,0,87,60,10,5,3,12720
0.30-stable,212,9526,1258,0,1758,0,0,0,0,23,13,0,0,0,0,87,60,10,5,3,12955
0.31-stable,212,9555,1261,0,1782,0,0,0,0,23,13,0,0,0,0,87,60,5,5,4,13007
0.32-stable,241,9492,726,0,1529,0,0,0,0,23,13,0,0,0,0,60,71,5,5,12165
0.33-stable,241,9705,726,0,1529,0,0,0,0,23,13,0,0,0,0,60,71,5,5,12378
0.34-stable,241,9840,725,0,1529,0,0,0,0,23,13,0,0,0,0,60,71,5,5,12512
0.35-stable,241,9886,725,0,1529,0,0,0,0,23,13,0,0,0,0,60,71,5,5,12558
0.36-stable,241,10001,725,0,1529,0,0,0,0,23,13,0,0,0,0,60,71,5,5,12673
0.37-stable,241,10153,725,0,1529,0,0,0,0,23,13,0,0,0,0,61,71,5,5,12826
0.38-stable,241,10237,746,0,1565,0,0,0,0,23,13,0,0,0,0,61,83,5,5,12979
0.39-stable,236,10225,794,0,1712,0,0,0,0,23,13,0,0,0,0,61,79,5,5,13153
0.40-stable,241,10069,796,0,1732,0,0,0,0,29,13,0,0,0,0,91,62,5,5,13043
0.41-stable,233,11460,799,0,1713,0,0,0,0,29,26,0,0,0,0,62,79,5,5,14411
0.42-stable,242,11719,769,0,1737,0,0,0,0,29,26,0,0,0,0,91,62,5,5,14685
0.43-stable,247,11904,767,0,1738,0,0,0,0,29,26,0,0,0,0,91,62,5,5,14874
0.44-stable,242,12003,775,0,1731,0,0,0,0,30,26,0,0,0,0,62,79,5,5,14958
0.45-stable,252,12091,759,0,1711,0,0,0,0,31,26,0,0,0,0,62,79,7,5,15023
0.46-stable,252,12282,826,0,1758,0,0,0,0,32,26,0,0,0,0,62,72,11,5,15326
0.47-stable,252,12217,829,0,1759,0,0,0,0,31,26,0,0,0,0,62,72,9,3,15260
0.48-stable,252,12387,826,0,1759,0,0,0,0,32,26,0,0,0,0,62,72,11,3,15430
0.49-stable,252,12285,839,0,1771,0,0,0,0,31,26,0,0,0,0,62,72,9,3,15350
0.50-stable,252,12513,851,0,1779,0,0,0,0,35,26,0,0,0,0,62,72,9,3,15602
0.51-stable,252,12639,854,0,1785,0,0,0,0,35,26,0,0,0,0,62,72,9,3,15737
0.52-stable,252,12812,849,0,1780,0,0,0,0,36,26,0,0,0,0,62,72,11,3,15903
0.53-stable,252,12842,849,0,1780,0,0,0,0,35,26,0,0,0,0,62,72,11,3,15932
0.54-stable,252,12964,855,0,1780,0,0,0,0,111,26,0,0,0,0,62,72,9,3,16134
0.55-stable,252,13199,862,0,1780,0,0,0,0,111,26,0,0,0,0,62,72,9,3,16376
0.56-stable,246,13705,981,0,1831,0,0,0,0,113,26,0,0,0,0,66,65,23,3,17059
0.57-stable,246,12474,985,0,1831,0,0,0,0,115,13,0,0,0,0,65,60,22,3,15814
0.58-stable,291,12472,855,0,1814,0,0,0,0,114,13,0,0,0,0,68,80,27,3,15737
0.59-stable,293,12940,982,0,1911,0,0,0,0,111,13,0,0,0,0,71,81,27,3,16432
0.60-stable,301,13147,1078,0,1956,0,0,0,0,114,13,0,0,0,0,76,118,26,3,16832
0.61-stable,305,12375,1133,0,1988,0,0,0,0,115,13,0,0,0,0,79,139,26,3,16176
0.62-stable,298,13830,856,0,949,0,0,0,0,114,13,0,0,0,0,89,143,26,3,16321
0.63-stable,298,14146,1958,0,1134,0,0,0,0,114,13,0,0,0,0,89,143,27,3,0,17925
0.64-stable,298,13714,994,0,1166,0,0,0,0,109,13,0,0,0,0,90,222,27,3,0,16636
0.65-stable,298,14075,954,0,1032,0,0,0,0,109,13,0,0,0,0,242,69,26,0,16818
