Version,JavaScript,Java,C++,C,C-C++ Header,Objective-C,Ruby,Shell,BUCK,XML,Markdown,JSON,Makefile,Bash,Sum stats for version,Objective-C++,make,Sum stats
0.9-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3
0.10-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3
0.11-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4
0.12-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.13-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.14-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.15-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.17-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.18-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.19-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.20-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.21-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.22-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.23-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.24-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.25-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.26-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.27-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.28-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.29-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.30-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.31-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.32-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.33-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.34-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.35-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.36-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.37-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.38-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.39-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.40-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.41-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.42-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.43-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.44-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.45-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.46-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
0.47-stable,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,7
